node_id	type	name	identifier
6302	enzyme	RepB	RepB
6303	enzyme	biotin carboxyl carrier protein	biotin carboxyl carrier protein
6304	microbiome	Aspergillus flavus | IH-7	Aspergillus flavus | IH-7
6305	enzyme	IH-7	IH-7
6306	substrate	kaolin	kaolin
6307	enzyme	glutaric acid	glutaric acid
6308	enzyme	aldehyde deformylating oxygenases	aldehyde deformylating oxygenases
6309	microbiome	Escherichia coli HB101	Escherichia coli HB101
6310	enzyme	(R)-3-hydroxydecanoyl-ACP:CoA transacylase	(R)-3-hydroxydecanoyl-ACP:CoA transacylase
6311	substrate	3-hydroxydecanoic acid	3-hydroxydecanoic acid
6312	microbiome	Haloarcula sp. LLSG7	Haloarcula sp. LLSG7
6313	substrate	CMC-Na salt	CMC-Na salt
6314	enzyme	fl-glucan-synthase	fl-glucan-synthase
6315	enzyme	mannosyltransferase	mannosyltransferase
6316	substrate	fl-glucan	fl-glucan
6317	microbiome	Halomonas TD08	Halomonas TD08
6318	enzyme	methylmalonyl-CoA mutase	methylmalonyl-CoA mutase
6319	microbiome	Pseudomonas citronellolis	Pseudomonas citronellolis
6320	microbiome	Chitinispirillum alkaliphilum	Chitinispirillum alkaliphilum
6321	enzyme	b-N-acetylglucosaminidase	b-N-acetylglucosaminidase
6322	substrate	N-acetyl glucosamine	N-acetyl glucosamine
6323	microbiome	Lactococcus lactis ssp. lactis	Lactococcus lactis ssp. lactis
6324	enzyme	oligopeptide transporter	oligopeptide transporter
6325	enzyme	amino-transferase	amino-transferase
6326	enzyme	racemase	racemase
6327	enzyme	glycerate kinase	glycerate kinase
6328	enzyme	glycerol uptake facilitator	glycerol uptake facilitator
6329	microbiome	Mycoplasma hyopneumoniae	Mycoplasma hyopneumoniae
6330	substrate	ribonucleotide reductase peptide	ribonucleotide reductase peptide
6331	enzyme	pyruvate-formate-lyase	pyruvate-formate-lyase
6332	enzyme	dihydrolipoamide acetyltransferase	dihydrolipoamide acetyltransferase
6333	substrate	l-dopa	l-dopa
6334	enzyme	β-carotene hydroxylase	β-carotene hydroxylase
6335	enzyme	β-carotene ketolase	β-carotene ketolase
6336	substrate	zeaxanthin	zeaxanthin
6337	enzyme	H-NHase	H-NHase
6338	enzyme	DPM synthase	DPM synthase
6339	substrate	dolichyl phosphate mannose	dolichyl phosphate mannose
6340	enzyme	Xltr1p	Xltr1p
6341	enzyme	Gltr1p	Gltr1p
6342	enzyme	VP	VP
6343	enzyme	l-aspartate ammonia-lyase	l-aspartate ammonia-lyase
6344	enzyme	microsomal glutathione S-transferase	microsomal glutathione S-transferase
6345	enzyme	cytoplasmic GST	cytoplasmic GST
6346	substrate	1,2-epoxy-3-(4′-nitrophenoxy)propane	1,2-epoxy-3-(4′-nitrophenoxy)propane
6347	enzyme	alkaline phosphatase IV	alkaline phosphatase IV
6348	enzyme	BSAP	BSAP
6349	substrate	pNPP	pNPP
6350	substrate	bis-pNPP	bis-pNPP
6351	microbiome	Clostridium sporogenes	Clostridium sporogenes
6352	enzyme	betaine reductase	betaine reductase
6353	substrate	betaine	betaine
6354	enzyme	exopedinase	exopedinase
6355	enzyme	endopectinase	endopectinase
6356	enzyme	LAD	LAD
6357	enzyme	psXDH	psXDH
6358	enzyme	xylanase Xyn11A	xylanase Xyn11A
6359	enzyme	AroY-C iso	AroY-C iso
6360	enzyme	cytochrome o ubiquinol oxidase	cytochrome o ubiquinol oxidase
6361	enzyme	NADH dehydrogenase I	NADH dehydrogenase I
6362	enzyme	RecBCD enzyme complex	RecBCD enzyme complex
6363	enzyme	LexA-regulated DNA repair enzyme	LexA-regulated DNA repair enzyme
6364	enzyme	hydrogenase-3 subunit	hydrogenase-3 subunit
6365	enzyme	hydrogenase-1 subunit	hydrogenase-1 subunit
6366	enzyme	penicillin-binding protein 1A	penicillin-binding protein 1A
6367	enzyme	isocitrate dehydrogenase kinase/phosphatase	isocitrate dehydrogenase kinase/phosphatase
6368	enzyme	DNA polymerase III	DNA polymerase III
6369	enzyme	o-succinylbenzoate synthase I	o-succinylbenzoate synthase I
6370	enzyme	periplasmic serine endopeptidase	periplasmic serine endopeptidase
6371	enzyme	ferric hydroxamate-dependent iron uptake	ferric hydroxamate-dependent iron uptake
6372	substrate	cytochrome	cytochrome
6373	substrate	o-succinylbenzoate	o-succinylbenzoate
6374	substrate	ferric hydroxamate	ferric hydroxamate
6375	enzyme	glucose phosphate dehydrogenase	glucose phosphate dehydrogenase
6376	enzyme	malate synthase1	malate synthase1
6377	enzyme	citrate synthase2	citrate synthase2
6378	enzyme	NADH dehydrogenase	NADH dehydrogenase
6379	substrate	sodium citrate	sodium citrate
6380	microbiome	Penicillium notatum	Penicillium notatum
6381	enzyme	B-galactosidase	B-galactosidase
6382	microbiome	Fusarium moniliforme	Fusarium moniliforme
6383	enzyme	Stl1	Stl1
6384	enzyme	L-rhamnose isomerase	L-rhamnose isomerase
6385	substrate	lichen polysaccharide	lichen polysaccharide
6386	enzyme	pectic enzyme	pectic enzyme
6387	microbiome	Metschnikowia fructicola	Metschnikowia fructicola
6388	substrate	nerol	nerol
6389	substrate	8-hydroxy-linalool (cis)	8-hydroxy-linalool (cis)
6390	substrate	3-oxo-α-ionol	3-oxo-α-ionol
6391	substrate	isoamyl lactate	isoamyl lactate
6392	substrate	ethyl isoamyl succinate	ethyl isoamyl succinate
6393	enzyme	gamma-glutamyl phosphate reductase	gamma-glutamyl phosphate reductase
6394	enzyme	aspartic β semi-aldehyde dehydrogenase	aspartic β semi-aldehyde dehydrogenase
6395	enzyme	NAD-dependent glycerol 3-phosphate dehydrogenase	NAD-dependent glycerol 3-phosphate dehydrogenase
6396	enzyme	mitochondrial alcohol dehydrogenase isozyme III	mitochondrial alcohol dehydrogenase isozyme III
6397	enzyme	NADPH dehydrogenase	NADPH dehydrogenase
6398	substrate	branched chain amino acids	branched chain amino acids
6399	substrate	aspartyl-4-phosphate	aspartyl-4-phosphate
6400	substrate	dihydroxy acetone phosphate	dihydroxy acetone phosphate
6401	microbiome	Geobacillus stearothermophilus	Geobacillus stearothermophilus
6402	substrate	gellan	gellan
6403	microbiome	Aspergillus niger BK01	Aspergillus niger BK01
6404	enzyme	PhaP1	PhaP1
6405	enzyme	PhaP2	PhaP2
6406	enzyme	PhaP3	PhaP3
6407	enzyme	PhaP4	PhaP4
6408	substrate	4-hydroxybutyrate	4-hydroxybutyrate
6409	substrate	poly(4-hydroxybutyrate)	poly(4-hydroxybutyrate)
6410	enzyme	6-phosphofructo-1-kinase	6-phosphofructo-1-kinase
6411	enzyme	mannose-1-phosphate guanylytransferase	mannose-1-phosphate guanylytransferase
6412	enzyme	GDP-mannose 4,6-dehydratase	GDP-mannose 4,6-dehydratase
6413	enzyme	GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase/4-reductase	GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase/4-reductase
6414	substrate	D-mannose	D-mannose
6415	enzyme	Class II hydrophobin HFBII	Class II hydrophobin HFBII
6416	enzyme	ADH-'A'	ADH-'A'
6417	substrate	rac-1-phenylethanol	rac-1-phenylethanol
6418	enzyme	(S)-carbonyl reductase II	(S)-carbonyl reductase II
6419	enzyme	A258F glucose dehydrogenase	A258F glucose dehydrogenase
6420	enzyme	endo-β-1,4-xylanase 2	endo-β-1,4-xylanase 2
6421	substrate	2-hydroxyacetophenone	2-hydroxyacetophenone
6422	enzyme	b-D-glucosidase EC 3.2.1.21	b-D-glucosidase EC 3.2.1.21
6423	enzyme	a-D-galactosidase EC 3.2.1.22	a-D-galactosidase EC 3.2.1.22
6424	enzyme	phosphotase EC 3.1.3	phosphotase EC 3.1.3
6425	enzyme	b-1,4-mannanase EC 3.2.1.78	b-1,4-mannanase EC 3.2.1.78
6426	enzyme	a-D-mannosidase EC 3.2.1.24	a-D-mannosidase EC 3.2.1.24
6427	enzyme	a-D-glucosidase EC 3.2.1.20	a-D-glucosidase EC 3.2.1.20
6428	enzyme	b-D-galactosidase EC 3.2.1.23	b-D-galactosidase EC 3.2.1.23
6429	enzyme	b-D-mannosidase EC 3.2.1.25	b-D-mannosidase EC 3.2.1.25
6430	enzyme	b-D-xylosidase EC 3.2.1.37	b-D-xylosidase EC 3.2.1.37
6431	enzyme	a-L-arabinosidase EC 3.2.1.55	a-L-arabinosidase EC 3.2.1.55
6432	enzyme	serA	serA
6433	enzyme	serB	serB
6434	enzyme	serC	serC
6435	enzyme	pgk	pgk
6436	substrate	l-serine	l-serine
6437	substrate	glycosylated precursors	glycosylated precursors
6438	substrate	raffinose series oligosaccharides	raffinose series oligosaccharides
6439	enzyme	PHB synthase Class I	PHB synthase Class I
6440	substrate	acetoacetyl-CoA	acetoacetyl-CoA
6441	enzyme	reteplase	reteplase
6442	enzyme	NADP-glutamate dehydrogenase	NADP-glutamate dehydrogenase
6443	enzyme	allantoinase	allantoinase
6444	substrate	raw corn starch	raw corn starch
6445	enzyme	trehalose-6 phosphate synthase	trehalose-6 phosphate synthase
6446	enzyme	acid trehalase	acid trehalase
6447	substrate	trehalose-6 phosphate	trehalose-6 phosphate
6448	enzyme	citrate permease	citrate permease
6449	enzyme	dextran	dextran
6450	microbiome	Saccharomyces cerevisiae | Flo1	Saccharomyces cerevisiae | Flo1
6451	enzyme	β-caryophyllene synthase	β-caryophyllene synthase
6452	enzyme	geranyl diphosphate synthase	geranyl diphosphate synthase
6453	enzyme	acetoacetyl-CoA synthase	acetoacetyl-CoA synthase
6454	substrate	Micrococcus lysodeikticus	Micrococcus lysodeikticus
6455	enzyme	fibrinolytic protease	fibrinolytic protease
6456	enzyme	CYP76AH1	CYP76AH1
6457	enzyme	SmCPR	SmCPR
6458	enzyme	SpCytb5	SpCytb5
6459	substrate	miltiradiene	miltiradiene
6460	microbiome	Staphylococcus carnosus	Staphylococcus carnosus
6461	microbiome	Staphylococcus epidermidis	Staphylococcus epidermidis
6462	microbiome	Staphylococcus equorum	Staphylococcus equorum
6463	microbiome	Staphylococcus saprophyticus	Staphylococcus saprophyticus
6464	substrate	3-methyl butanal	3-methyl butanal
6465	substrate	3-methyl butanol	3-methyl butanol
6466	microbiome	Enterobacter sp. DS-S-75	Enterobacter sp. DS-S-75
6467	enzyme	CHB hydrolase	CHB hydrolase
6468	substrate	(R)-4-Chloro-3-hydroxybutyrate	(R)-4-Chloro-3-hydroxybutyrate
6469	enzyme	fumarase	fumarase
6470	microbiome	Bacillus subtilis MA139	Bacillus subtilis MA139
6471	enzyme	subtilisin	subtilisin
6472	enzyme	pravastatin	pravastatin
6473	enzyme	lovastatin	lovastatin
6474	substrate	germinated finger millet	germinated finger millet
6475	enzyme	xylitol	xylitol
6476	substrate	fructose diphosphate	fructose diphosphate
6477	substrate	phosphoenol pyruvate	phosphoenol pyruvate
6478	enzyme	acid carboxypeptidase	acid carboxypeptidase
6479	enzyme	ester compounds	ester compounds
6480	substrate	a-cellobiosyl fluoride	a-cellobiosyl fluoride
6481	enzyme	GlyRS2	GlyRS2
6482	substrate	tRNAGly	tRNAGly
6483	substrate	feed proteins	feed proteins
6484	substrate	pNP	pNP
6485	substrate	Fibruline	Fibruline
6486	enzyme	ALDC	ALDC
6487	enzyme	ALS	ALS
6488	enzyme	budR regulatory protein	budR regulatory protein
6489	enzyme	PP2A B55␦	PP2A B55␦
6490	enzyme	TORC1	TORC1
6491	enzyme	Sch9p	Sch9p
6492	enzyme	Cdc55p	Cdc55p
6493	substrate	phosphoenolpyruvic acid	phosphoenolpyruvic acid
6494	microbiome	Streptomyces roseosporus	Streptomyces roseosporus
6495	enzyme	DepR1	DepR1
6496	substrate	daptomycin	daptomycin
6497	enzyme	Ymr152wp	Ymr152wp
6498	enzyme	NADP+-dependent malate dehydrogenase	NADP+-dependent malate dehydrogenase
6499	enzyme	NADPH/NADH xylose reductase	NADPH/NADH xylose reductase
6500	enzyme	RPE1	RPE1
6501	enzyme	rhamnulose 1-phosphate aldolase	rhamnulose 1-phosphate aldolase
6502	microbiome	Pseudomonas gessardii	Pseudomonas gessardii
6503	enzyme	dihydrolipoyllysine-residue acetyltransferase	dihydrolipoyllysine-residue acetyltransferase
6504	enzyme	acyl-CoA thioesterase	acyl-CoA thioesterase
6505	enzyme	poly (3-hydroxyalkanoate) polymerase	poly (3-hydroxyalkanoate) polymerase
6506	enzyme	Crimi	Crimi
6507	enzyme	ZZT2	ZZT2
6508	enzyme	hFGF-2	hFGF-2
6509	enzyme	SAM synthetase	SAM synthetase
6510	microbiome	Megasphaera hexanoica	Megasphaera hexanoica
6511	enzyme	CsCCD2	CsCCD2
6512	enzyme	YjiC	YjiC
6513	enzyme	YdhE	YdhE
6514	enzyme	YojK	YojK
6515	substrate	crocetin	crocetin
6516	enzyme	succinic semialdehyde dehydrogenase	succinic semialdehyde dehydrogenase
6517	enzyme	aspartate-1-decarboxylase	aspartate-1-decarboxylase
6518	substrate	malonic semialdehyde	malonic semialdehyde
6519	substrate	succinic semialdehyde	succinic semialdehyde
6520	enzyme	glucanases	glucanases
6521	substrate	1,3-PD	1,3-PD
6522	enzyme	raspberry ketone reductase	raspberry ketone reductase
6523	microbiome	Lactobacillus delbrueckii subsp. bulgaricus CNRZ 1187	Lactobacillus delbrueckii subsp. bulgaricus CNRZ 1187
6524	enzyme	EPS	EPS
6525	microbiome	Lactobacillus delbrueckii subsp. bulgaricus CNRZ 416	Lactobacillus delbrueckii subsp. bulgaricus CNRZ 416
6526	enzyme	acetone	acetone
6527	enzyme	tylosin	tylosin
6528	enzyme	PhaC	PhaC
6529	enzyme	PhaAB	PhaAB
6530	enzyme	RcsA	RcsA
6531	enzyme	RcsB	RcsB
6532	enzyme	Wza	Wza
6533	enzyme	Gmd	Gmd
6534	enzyme	GalU	GalU
6535	enzyme	YjbH	YjbH
6536	microbiome	Treponema pectinovorum	Treponema pectinovorum
6537	substrate	polygalacturonate	polygalacturonate
6538	enzyme	GTP:α-D-mannose-1-phosphate guanyltransferase	GTP:α-D-mannose-1-phosphate guanyltransferase
6539	enzyme	ubiquitin-like protease 1	ubiquitin-like protease 1
6540	substrate	SUMO-tagged fusion protein	SUMO-tagged fusion protein
6541	enzyme	VioE	VioE
6542	enzyme	prochymosin	prochymosin
6543	enzyme	glutathione peroxidase 3	glutathione peroxidase 3
6544	enzyme	cyanide hydratase	cyanide hydratase
6545	substrate	HCN	HCN
6546	microbiome	Cyberlindnera saturnus	Cyberlindnera saturnus
6547	enzyme	Adh5p	Adh5p
6548	enzyme	Adh6p	Adh6p
6549	microbiome	Trichoderma reesei QM6a	Trichoderma reesei QM6a
6550	microbiome	Trichoderma reesei Rut C30	Trichoderma reesei Rut C30
6551	enzyme	l-threonine aldolase	l-threonine aldolase
6552	enzyme	glycine oxidase	glycine oxidase
6553	microbiome	Gliocladium roseum	Gliocladium roseum
6554	substrate	diacylglycerol	diacylglycerol
6555	enzyme	trehalose 6-phosphate phosphatase	trehalose 6-phosphate phosphatase
6556	microbiome	Penicillium herquei	Penicillium herquei
6557	enzyme	hualyzin	hualyzin
6558	substrate	phosphoglycerate	phosphoglycerate
6559	enzyme	Crp	Crp
6560	enzyme	FruR	FruR
6561	enzyme	FlhD	FlhD
6562	enzyme	Slp	Slp
6563	enzyme	YhiF	YhiF
6564	enzyme	serine hydroxymethyltransferase	serine hydroxymethyltransferase
6565	microbiome	B. subtilis SF4-3	B. subtilis SF4-3
6566	enzyme	acetoin synthase	acetoin synthase
6567	enzyme	β‑xylosidase	β‑xylosidase
6568	enzyme	xylodextrin transporter	xylodextrin transporter
6569	substrate	pNPX	pNPX
6570	enzyme	amylase AmyE1	amylase AmyE1
6571	enzyme	cellulase CelE1	cellulase CelE1
6572	enzyme	glutamyltRNA synthetase	glutamyltRNA synthetase
6573	enzyme	protein of unknown function	protein of unknown function
6574	enzyme	mitochondrial inner membrane protein	mitochondrial inner membrane protein
6575	enzyme	geranyl pyrophosphate synthase	geranyl pyrophosphate synthase
6576	enzyme	pinene synthase	pinene synthase
6577	enzyme	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1-deoxy-D-xylulose-5-phosphate reductoisomerase
6578	enzyme	methylerythritol phosphate cytidyltransferase	methylerythritol phosphate cytidyltransferase
6579	substrate	1-deoxy-D-xylulose-5-phosphate	1-deoxy-D-xylulose-5-phosphate
6580	substrate	methylerythritol phosphate	methylerythritol phosphate
6581	microbiome	Phaffia rhodozyma	Phaffia rhodozyma
6582	enzyme	sucrolytic	sucrolytic
6583	enzyme	urelolytic	urelolytic
6584	substrate	p-nitrophenyl-β-d-glucopyranoside	p-nitrophenyl-β-d-glucopyranoside
6585	enzyme	PPTase	PPTase
6586	substrate	eicosapentaenoic acid	eicosapentaenoic acid
6587	substrate	benzamide	benzamide
6588	substrate	3-hydroxy-3-phenyl-propionamide	3-hydroxy-3-phenyl-propionamide
6589	substrate	3-amino-3-phenyl-propionamide	3-amino-3-phenyl-propionamide
6590	substrate	iminodiacetonitrile	iminodiacetonitrile
6591	enzyme	AST	AST
6592	microbiome	Aspergillus luchuensis	Aspergillus luchuensis
6593	enzyme	L-iditol 2-dehydrogenase	L-iditol 2-dehydrogenase
6594	enzyme	pectinesterase	pectinesterase
6595	enzyme	rhamnose carboxylic acid acetylesterase	rhamnose carboxylic acid acetylesterase
6596	enzyme	galacturan 1,4-α-galacturonidase	galacturan 1,4-α-galacturonidase
6597	enzyme	non-reducing-end α-L-arabinofuranosidase	non-reducing-end α-L-arabinofuranosidase
6598	enzyme	glucan-1,3-β-glucosidase	glucan-1,3-β-glucosidase
6599	substrate	arabinogalactan	arabinogalactan
6600	substrate	arabinomannan	arabinomannan
6601	substrate	D-gluconate	D-gluconate
6602	enzyme	Termamyl 120 L	Termamyl 120 L
6603	enzyme	SAN Super 240 L	SAN Super 240 L
6604	microbiome	Bifidobacterium longum	Bifidobacterium longum
6605	enzyme	B. longum L-LDH	B. longum L-LDH
6606	enzyme	rhamnolipids	rhamnolipids
6607	substrate	waste glycerol	waste glycerol
6608	microbiome	Schwanniomyces etchellsii	Schwanniomyces etchellsii
6609	substrate	natural glucosides	natural glucosides
6610	substrate	rapeseed meal	rapeseed meal
6611	enzyme	h-N–GFP	h-N–GFP
6612	enzyme	[FeFe]-hydrogenase	[FeFe]-hydrogenase
6613	substrate	Micrococcus luteus	Micrococcus luteus
6614	microbiome	Nocardia lactamdurans	Nocardia lactamdurans
6615	enzyme	NAD-linked glutamate dehydrogenase	NAD-linked glutamate dehydrogenase
6616	enzyme	GOGAT	GOGAT
6617	enzyme	granular starch hydrolyzing enzyme	granular starch hydrolyzing enzyme
6618	enzyme	glycoside hydrolase GH5	glycoside hydrolase GH5
6619	enzyme	glycoside hydrolase GH31	glycoside hydrolase GH31
6620	enzyme	glycoside hydrolase GH16	glycoside hydrolase GH16
6621	enzyme	carbohydrate esterase CE5	carbohydrate esterase CE5
6622	enzyme	glycoside hydrolase GH76	glycoside hydrolase GH76
6623	enzyme	polysaccharide monooxygenase cel61A	polysaccharide monooxygenase cel61A
6624	enzyme	endoglucanase cel5b	endoglucanase cel5b
6625	enzyme	β-1,4-glucanase GH5	β-1,4-glucanase GH5
6626	enzyme	β-1,3-glucanosyltransferase GH72	β-1,3-glucanosyltransferase GH72
6627	enzyme	β-glucosidase BGL1/CEL3a	β-glucosidase BGL1/CEL3a
6628	enzyme	endo-β-1,3-glucanase GH64	endo-β-1,3-glucanase GH64
6629	enzyme	cellobiohydrolase CBH1/CEL7a	cellobiohydrolase CBH1/CEL7a
6630	enzyme	endo-β-1,4-glucanase EGL1/CEL7b	endo-β-1,4-glucanase EGL1/CEL7b
6631	enzyme	glucan endo-1,3-β-glucosidase GH17	glucan endo-1,3-β-glucosidase GH17
6632	enzyme	exo-rhamnogalacturonase RGX1	exo-rhamnogalacturonase RGX1
6633	enzyme	xyloglucanase CEL74a	xyloglucanase CEL74a
6634	enzyme	endo-β-1,4-xylanase XYN4	endo-β-1,4-xylanase XYN4
6635	enzyme	α-amylase GH13	α-amylase GH13
6636	enzyme	p53	p53
6637	enzyme	glucose-6-phosphate 1-epimerase	glucose-6-phosphate 1-epimerase
6638	enzyme	aldose-1-epimerase	aldose-1-epimerase
6639	enzyme	fructose-bisphosphatase	fructose-bisphosphatase
6640	enzyme	6-phosphogluconolactonase	6-phosphogluconolactonase
6641	enzyme	GGPPs	GGPPs
6642	enzyme	pulp invertase	pulp invertase
6643	enzyme	glycerol facilitator	glycerol facilitator
6644	enzyme	bioinsecticide	bioinsecticide
6645	substrate	(R)-(−)-mandelic acid	(R)-(−)-mandelic acid
6646	enzyme	esculin hydrolase	esculin hydrolase
6647	microbiome	Bacteroides vulgatus	Bacteroides vulgatus
6648	microbiome	Bacteroides distasonis	Bacteroides distasonis
6649	microbiome	Bacteroides ovatus	Bacteroides ovatus
6650	microbiome	Bacteroides uniformis	Bacteroides uniformis
6651	enzyme	PM-H+-ATPase	PM-H+-ATPase
6652	microbiome	Pseudomonas sp.	Pseudomonas sp.
6653	enzyme	ATC racemase	ATC racemase
6654	enzyme	L tryptophanase	L tryptophanase
6655	substrate	DL ATC	DL ATC
6656	enzyme	acyl-coenzymeA:ethanol O-acyltransferase	acyl-coenzymeA:ethanol O-acyltransferase
6657	enzyme	carbonic anhydrase	carbonic anhydrase
6658	enzyme	heparosan synthase	heparosan synthase
6659	enzyme	TF-KfiC	TF-KfiC
6660	enzyme	pectin methylesterase inhibitor	pectin methylesterase inhibitor
6661	microbiome	Pantoea ananatis	Pantoea ananatis
6662	microbiome	Haematoccocus lacustris	Haematoccocus lacustris
6663	enzyme	zeaxanthin epoxidase	zeaxanthin epoxidase
6664	microbiome	Solanum lycopersicum	Solanum lycopersicum
6665	enzyme	penicillin-binding protein 3	penicillin-binding protein 3
6666	substrate	piperacillin-tazobactam	piperacillin-tazobactam
6667	microbiome	Halomonas smyrnensis AAD6T	Halomonas smyrnensis AAD6T
6668	enzyme	ALD4	ALD4
6669	enzyme	endoglucanases	endoglucanases
6670	enzyme	Glycogen Synthase	Glycogen Synthase
6671	enzyme	Acetylornithine aminotransferase	Acetylornithine aminotransferase
6672	enzyme	NAD dependent methylenetetrahydrafolate dehydrogenase	NAD dependent methylenetetrahydrafolate dehydrogenase
6673	enzyme	ceramide	ceramide
6674	enzyme	diapophytoene desaturase CrtN	diapophytoene desaturase CrtN
6675	enzyme	CrtM	CrtM
6676	enzyme	CrtN	CrtN
6677	enzyme	CrtY	CrtY
6678	substrate	diapolycopene	diapolycopene
6679	substrate	diapotorulene	diapotorulene
6680	enzyme	phosphomevalonate kinase	phosphomevalonate kinase
6681	substrate	mevalonate-5-phosphate	mevalonate-5-phosphate
6682	substrate	fusion protein	fusion protein
6683	enzyme	extracellular proteases	extracellular proteases
6684	enzyme	heteranthin-cleaving enzyme	heteranthin-cleaving enzyme
6685	substrate	heteranthin	heteranthin
6686	enzyme	3-dehydroquinate synthase	3-dehydroquinate synthase
6687	enzyme	shikimate dehydrogenase	shikimate dehydrogenase
6688	enzyme	cyclohexadienyl dehydrogenase	cyclohexadienyl dehydrogenase
6689	microbiome	Saccharomyces cerevisiae | XI-76	Saccharomyces cerevisiae | XI-76
6690	microbiome	Penicillium viticola	Penicillium viticola
6691	enzyme	calcium malate	calcium malate
6692	substrate	Tre6P	Tre6P
6693	microbiome	L. lactis	L. lactis
6694	microbiome	Saccharomyces cerevisiae | PAU5	Saccharomyces cerevisiae | PAU5
6695	enzyme	endopolygalacturonase	endopolygalacturonase
6696	enzyme	lsm6	lsm6
6697	substrate	SO4 2-	SO4 2-
6698	enzyme	phaC2	phaC2
6699	enzyme	PaaG	PaaG
6700	enzyme	PaaF	PaaF
6701	enzyme	YdbU	YdbU
6702	substrate	sodium decanoate	sodium decanoate
6703	microbiome	Ruminococcus amylophilus	Ruminococcus amylophilus
6704	substrate	CP	CP
6705	microbiome	Lactobacillus intermedius NRRL B-3693	Lactobacillus intermedius NRRL B-3693
6706	enzyme	endo-1,4-β-xylanase	endo-1,4-β-xylanase
6707	microbiome	Prevotella copri	Prevotella copri
6708	microbiome	Firmicutes	Firmicutes
6709	substrate	wheat bran arabinoxylans	wheat bran arabinoxylans
6710	enzyme	Hsp104	Hsp104
6711	enzyme	inorganic pyrophosphatase	inorganic pyrophosphatase
6712	enzyme	Asp42→Asn PPase	Asp42→Asn PPase
6713	substrate	MgPPi	MgPPi
6714	enzyme	leucine dehydrogenase	leucine dehydrogenase
6715	substrate	l-threonine	l-threonine
6716	enzyme	SAM2	SAM2
6717	enzyme	met6	met6
6718	enzyme	str2	str2
6719	enzyme	adk1	adk1
6720	substrate	S-Adenosyl-L-methionine	S-Adenosyl-L-methionine
6721	substrate	L-Met	L-Met
6722	enzyme	D-arabinose 1-dehydrogenase	D-arabinose 1-dehydrogenase
6723	enzyme	ENO1	ENO1
6724	enzyme	ENO2	ENO2
6725	enzyme	TDH2	TDH2
6726	enzyme	FBA1	FBA1
6727	enzyme	TDH3	TDH3
6728	microbiome	Saccharomyces cerevisiae | DLD3	Saccharomyces cerevisiae | DLD3
6729	enzyme	MDH1	MDH1
6730	enzyme	ARA1	ARA1
6731	enzyme	HIS1	HIS1
6732	enzyme	LYS12	LYS12
6733	enzyme	LYS20	LYS20
6734	enzyme	HOM6	HOM6
6735	substrate	ethyl benzoylacetate	ethyl benzoylacetate
6736	substrate	methyl benzoylformate	methyl benzoylformate
6737	enzyme	FAD-binding D-lactate dehydrogenase	FAD-binding D-lactate dehydrogenase
6738	microbiome	Streptomyces sp. CH7	Streptomyces sp. CH7
6739	enzyme	glucose(xylose) isomerase	glucose(xylose) isomerase
6740	substrate	dibutyl phthalate	dibutyl phthalate
6741	substrate	Malachite green	Malachite green
6742	microbiome	Cantharellus cibarius	Cantharellus cibarius
6743	enzyme	maltodextrin phosphorylase	maltodextrin phosphorylase
6744	substrate	maltodextrin	maltodextrin
6745	enzyme	1,4-b-xylosidase	1,4-b-xylosidase
6746	enzyme	bifunctional xylosidase/arabinofuranosidase	bifunctional xylosidase/arabinofuranosidase
6747	enzyme	OsmY-xynA	OsmY-xynA
6748	enzyme	XYNI	XYNI
6749	enzyme	Elo2	Elo2
6750	enzyme	Elo3	Elo3
6751	enzyme	MvFAS	MvFAS
6752	enzyme	AtFAR	AtFAR
6753	enzyme	Cta1p	Cta1p
6754	substrate	superoxide anion	superoxide anion
6755	microbiome	Streptomyces ahygroscopicus	Streptomyces ahygroscopicus
6756	enzyme	polyphenol oxidase	polyphenol oxidase
6757	enzyme	Cel5b	Cel5b
6758	enzyme	Cel3b	Cel3b
6759	enzyme	Cel3e	Cel3e
6760	enzyme	Axe2	Axe2
6761	enzyme	Abf2	Abf2
6762	enzyme	Cip1	Cip1
6763	enzyme	hydrogenase I	hydrogenase I
6764	enzyme	hydrogenase II	hydrogenase II
6765	enzyme	membrane-bound hydrogenase	membrane-bound hydrogenase
6766	substrate	phenylacetate	phenylacetate
6767	enzyme	poly(â-hydroxybutyric acid)	poly(â-hydroxybutyric acid)
6768	microbiome	Aspergillus ibericus	Aspergillus ibericus
6769	microbiome	Halogranum amylolyticum	Halogranum amylolyticum
6770	substrate	3-hydroxybutyrate	3-hydroxybutyrate
6771	microbiome	Pseudomonas taetrolens Y-30	Pseudomonas taetrolens Y-30
6772	microbiome	EC1118	EC1118
6773	enzyme	Hxk1	Hxk1
6774	enzyme	Hxk2	Hxk2
6775	enzyme	GPD2	GPD2
6776	enzyme	GCY1	GCY1
6777	enzyme	DAK1	DAK1
6778	microbiome	EC1118 | MAL31	EC1118 | MAL31
6779	enzyme	KGD1	KGD1
6780	enzyme	QCR8	QCR8
6781	enzyme	CIT1	CIT1
6782	enzyme	MLS1	MLS1
6783	enzyme	POT1	POT1
6784	enzyme	PUT1	PUT1
6785	enzyme	DAL1	DAL1
6786	enzyme	DAL2	DAL2
