relationship_id	type	start_id	end_id	properties	file_name
15524	catalysis	1002	181	"{""ph"": ""7.6"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	costa-2015-cyclodextrin_glycosyltransferase_pr.yml
15525	produce	62	183	"{""temperature"": ""30°C"", ""ph"": ""5.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	cripwell-2019-construction_of_industrial__i_sa.yml
15526	produce	62	184	"{""temperature"": ""30°C"", ""ph"": ""5.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	cripwell-2019-construction_of_industrial__i_sa.yml
15527	catalysis	183	6444	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	cripwell-2019-construction_of_industrial__i_sa.yml
15528	catalysis	184	6444	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	cripwell-2019-construction_of_industrial__i_sa.yml
15529	produce	62	6445	"{""temperature"": ""40°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	trevisol-2011-the_effect_of_trehalose_on_the_f.yml
15530	produce	62	6446	"{""temperature"": ""40°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	trevisol-2011-the_effect_of_trehalose_on_the_f.yml
15531	catalysis	6445	6447	"{""ph"": null, ""temperature"": ""40°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	trevisol-2011-the_effect_of_trehalose_on_the_f.yml
15532	catalysis	6446	335	"{""ph"": null, ""temperature"": ""40°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	trevisol-2011-the_effect_of_trehalose_on_the_f.yml
15533	produce	3	845	"{""temperature"": ""30°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""MAG medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	subramanian-2017-a_versatile_2a_peptide-based.yml
15534	produce	3388	845	"{""temperature"": null, ""ph"": null, ""substrate"": ""corn stover"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	subramanian-2017-a_versatile_2a_peptide-based.yml
15535	catalysis	845	21	"{""ph"": null, ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	subramanian-2017-a_versatile_2a_peptide-based.yml
15536	produce	22	3419	"{""temperature"": null, ""ph"": null, ""substrate"": ""xylose"", ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.biombioe.2011.12.048.yml
15537	catalysis	3419	346	"{""ph"": null, ""temperature"": ""low aeration conditions"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.biombioe.2011.12.048.yml
15538	produce	1636	6448	"{""temperature"": null, ""ph"": ""6.0 ± 0.2"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	diaz-muniz-2006-conditions_required_for_citrat.yml
15539	produce	1636	6448	"{""temperature"": null, ""ph"": ""5.1 ± 0.2"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	diaz-muniz-2006-conditions_required_for_citrat.yml
15540	catalysis	6448	437	"{""ph"": ""6.0 ± 0.2"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	diaz-muniz-2006-conditions_required_for_citrat.yml
15541	catalysis	6448	437	"{""ph"": ""5.1 ± 0.2"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	diaz-muniz-2006-conditions_required_for_citrat.yml
15542	produce	1666	6449	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""48 h"", ""medium"": ""MRS medium supplemented with sucrose"", ""moisture"": null, ""carbon_source"": ""sucrose"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ijbiomac.2017.10.048.yml
15543	produce	1666	6449	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""48 h"", ""medium"": ""MRS medium supplemented with milk"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ijbiomac.2017.10.048.yml
15544	catalysis	6449	198	"{""ph"": null, ""temperature"": ""static conditions"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""80 g/L"", ""substrate"": null}"	10.1016%2fj.ijbiomac.2017.10.048.yml
15545	produce	62	184	"{""temperature"": null, ""ph"": null, ""substrate"": ""soluble starch"", ""incubation_period"": null, ""medium"": ""SDC medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": ""aerobic condition"", ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1007%2fs00253-001-0900-9.yml
15546	catalysis	184	105	"{""ph"": null, ""temperature"": ""anaerobic condition"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1007%2fs00253-001-0900-9.yml
15547	produce	22	2489	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""M9 medium"", ""moisture"": null, ""carbon_source"": ""acetic acid"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	yang-2016-engineering__i_escherichia_coli__i_.yml
15548	produce	455	2489	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""M9 medium"", ""moisture"": null, ""carbon_source"": ""acetic acid"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	yang-2016-engineering__i_escherichia_coli__i_.yml
15549	produce	22	6451	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""M9 medium"", ""moisture"": null, ""carbon_source"": ""glucose"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	yang-2016-engineering__i_escherichia_coli__i_.yml
15550	produce	22	6452	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""M9 medium"", ""moisture"": null, ""carbon_source"": ""acetic acid"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	yang-2016-engineering__i_escherichia_coli__i_.yml
15551	produce	22	6453	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""M9 medium"", ""moisture"": null, ""carbon_source"": ""acetic acid"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	yang-2016-engineering__i_escherichia_coli__i_.yml
15552	catalysis	2489	13	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	yang-2016-engineering__i_escherichia_coli__i_.yml
15553	catalysis	6451	1287	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	yang-2016-engineering__i_escherichia_coli__i_.yml
15554	catalysis	6452	369	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	yang-2016-engineering__i_escherichia_coli__i_.yml
15555	catalysis	6453	340	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	yang-2016-engineering__i_escherichia_coli__i_.yml
15556	produce	62	90	"{""temperature"": null, ""ph"": ""2.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	tian-2020-a_multiple-step_strategy_for_screeni.yml
15557	produce	62	334	"{""temperature"": null, ""ph"": ""2.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	tian-2020-a_multiple-step_strategy_for_screeni.yml
15558	catalysis	1147	6454	"{""ph"": ""5.0"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	de_oliva-neto-2001-susceptibility_of__i_saccha.yml
15559	produce	115	6455	"{""temperature"": null, ""ph"": ""6.3"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""shrimp waste"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": ""185 U/mg""}"	muniasamy-2022-switchable_deep_eutectic_solven.yml
15560	catalysis	6455	5055	"{""ph"": ""6.3"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	muniasamy-2022-switchable_deep_eutectic_solven.yml
15561	produce	62	471	"{""temperature"": ""30°C"", ""ph"": ""5.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""shake flask culture"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	wei-2022-metabolic_engineering_of__i_saccharom.yml
15562	produce	62	6456	"{""temperature"": ""30°C"", ""ph"": ""5.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""shake flask culture"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	wei-2022-metabolic_engineering_of__i_saccharom.yml
15563	produce	62	6457	"{""temperature"": ""30°C"", ""ph"": ""5.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""shake flask culture"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	wei-2022-metabolic_engineering_of__i_saccharom.yml
15564	produce	62	6458	"{""temperature"": ""30°C"", ""ph"": ""5.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""shake flask culture"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	wei-2022-metabolic_engineering_of__i_saccharom.yml
15565	catalysis	471	477	"{""ph"": ""5.5"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	wei-2022-metabolic_engineering_of__i_saccharom.yml
15566	catalysis	6456	6459	"{""ph"": ""5.5"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	wei-2022-metabolic_engineering_of__i_saccharom.yml
15567	catalysis	6457	6459	"{""ph"": ""5.5"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	wei-2022-metabolic_engineering_of__i_saccharom.yml
15568	catalysis	6458	6459	"{""ph"": ""5.5"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	wei-2022-metabolic_engineering_of__i_saccharom.yml
15569	produce	6460	3952	"{""temperature"": null, ""ph"": ""5.5–6.9"", ""substrate"": null, ""incubation_period"": ""48 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ijfoodmicro.2015.04.048.yml
15570	produce	6461	3952	"{""temperature"": null, ""ph"": ""5.5–6.9"", ""substrate"": null, ""incubation_period"": ""48 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ijfoodmicro.2015.04.048.yml
15571	produce	6462	3952	"{""temperature"": null, ""ph"": ""5.5–6.9"", ""substrate"": null, ""incubation_period"": ""48 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ijfoodmicro.2015.04.048.yml
15572	produce	6463	3952	"{""temperature"": null, ""ph"": ""5.5–6.9"", ""substrate"": null, ""incubation_period"": ""48 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ijfoodmicro.2015.04.048.yml
15573	produce	2648	3952	"{""temperature"": null, ""ph"": ""5.5–6.9"", ""substrate"": null, ""incubation_period"": ""48 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ijfoodmicro.2015.04.048.yml
15574	catalysis	723	6464	"{""ph"": null, ""temperature"": ""24–48 h"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.ijfoodmicro.2015.04.048.yml
15575	catalysis	60	6465	"{""ph"": null, ""temperature"": ""24–48 h"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.ijfoodmicro.2015.04.048.yml
15576	produce	6466	6467	"{""temperature"": null, ""ph"": null, ""substrate"": ""racemic CHBM"", ""incubation_period"": null, ""medium"": ""culture broth"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1263%2fjbb.101.97.yml
15577	produce	1887	6467	"{""temperature"": null, ""ph"": null, ""substrate"": ""racemic CHBM"", ""incubation_period"": null, ""medium"": ""culture broth"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1263%2fjbb.101.97.yml
15578	catalysis	6467	6468	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""15% (w/v)"", ""substrate"": null}"	10.1263%2fjbb.101.97.yml
15579	catalysis	6467	2477	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""10.8-fold greater in culture broth"", ""substrate"": null}"	10.1263%2fjbb.101.97.yml
15580	produce	115	280	"{""temperature"": ""40°C"", ""ph"": ""10"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""No. 3 medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1089%2find.2021.0016.yml
15581	produce	115	280	"{""temperature"": ""40°C"", ""ph"": ""10"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""starch and organic nitrogen source"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": ""organic nitrogen source"", ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1089%2find.2021.0016.yml
15582	catalysis	280	1369	"{""ph"": ""8.0"", ""temperature"": ""50°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1089%2find.2021.0016.yml
15583	catalysis	280	1369	"{""ph"": null, ""temperature"": null, ""ions"": ""Ca²⁺, Mg²⁺"", ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1089%2find.2021.0016.yml
15584	catalysis	280	1369	"{""ph"": null, ""temperature"": null, ""ions"": ""Al³⁺"", ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1089%2find.2021.0016.yml
15585	produce	22	6469	"{""temperature"": null, ""ph"": null, ""substrate"": ""fumaric acid"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": ""glucose"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": ""5-30 g/L""}"	wang-1998-bioconversion_of_fumaric_acid_to_suc.yml
15586	catalysis	6469	1104	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""50-64 g/L"", ""substrate"": null}"	wang-1998-bioconversion_of_fumaric_acid_to_suc.yml
15587	catalysis	6469	1104	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": ""90 g/L"", ""substrate"": null}"	wang-1998-bioconversion_of_fumaric_acid_to_suc.yml
15588	produce	6470	6471	"{""temperature"": null, ""ph"": ""6.5"", ""substrate"": null, ""incubation_period"": ""2 days"", ""medium"": null, ""moisture"": ""50%"", ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	zhang-2014-enhanced_viability_of__i_lactobacil.yml
15589	produce	6470	471	"{""temperature"": null, ""ph"": ""6.5"", ""substrate"": null, ""incubation_period"": ""2 days"", ""medium"": null, ""moisture"": ""50%"", ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	zhang-2014-enhanced_viability_of__i_lactobacil.yml
15590	produce	2427	6472	"{""temperature"": ""28°C"", ""ph"": null, ""substrate"": ""germinated finger millet"", ""incubation_period"": ""7 days"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	venkateswaran-2010-finger_millet_(eleusine_cor.yml
15591	produce	2427	6473	"{""temperature"": ""28°C"", ""ph"": null, ""substrate"": ""germinated finger millet"", ""incubation_period"": ""7 days"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	venkateswaran-2010-finger_millet_(eleusine_cor.yml
15592	catalysis	6472	6474	"{""ph"": ""4.4"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	venkateswaran-2010-finger_millet_(eleusine_cor.yml
15593	catalysis	6473	6474	"{""ph"": ""4.4"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	venkateswaran-2010-finger_millet_(eleusine_cor.yml
15594	produce	502	6475	"{""temperature"": ""fermentation temperature"", ""ph"": null, ""substrate"": ""xylose"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1016%2fj.anaerobe.2012.03.001.yml
15595	produce	22	839	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15596	produce	22	882	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15597	produce	22	1102	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15598	produce	22	2044	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15599	produce	22	1033	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15600	produce	22	131	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""stable"", ""quantitative_value"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15601	produce	22	880	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""stable"", ""quantitative_value"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15602	catalysis	839	6476	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15603	catalysis	882	6477	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15604	catalysis	1102	6477	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15605	catalysis	2044	442	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15606	catalysis	1033	50	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15607	catalysis	131	4	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""stable"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
15608	catalysis	880	6476	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""stable"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.enzmictec.2005.11.048.yml
